late_night_usage,sleep_minutes,total_screen_minutes,social_minutes,doom_scroll_flag,exercise_minutes,resting_heart_rate,pickup_count,stress_label
0,491,720,260,0,27,74,190,2
0,484,64,35,0,62,66,30,0
0,458,78,34,0,54,61,50,0
0,415,177,44,0,45,60,60,0
0,479,142,58,0,67,60,150,0
0,401,404,169,0,28,84,180,2
0,522,168,79,0,52,69,130,0
0,430,95,55,0,36,72,70,0
0,343,279,105,0,57,69,120,2
0,360,124,69,0,45,75,110,1
1,378,148,86,0,39,72,90,2
0,441,107,70,0,49,64,120,0
0,533,62,30,0,63,59,70,0
0,383,60,22,0,58,60,40,0
1,392,122,77,1,43,69,90,2
1,285,240,162,0,46,74,130,2
0,425,182,66,0,53,72,90,0
0,504,60,27,0,57,76,40,0
1,295,154,93,1,39,72,160,2
1,416,505,300,0,36,68,250,2
1,402,476,268,1,17,83,250,2
1,358,299,118,0,39,81,130,2
1,411,119,62,1,58,60,80,1
0,376,401,219,1,27,82,250,2
0,532,214,98,0,64,64,80,0
0,531,106,34,0,47,68,60,0
1,393,139,47,1,37,75,120,2
0,556,337,119,1,35,68,220,2
1,347,60,41,1,56,69,70,2
0,455,250,94,0,52,66,150,1
0,521,163,16,0,44,76,70,0
1,357,720,300,0,13,72,250,2
0,365,720,300,0,8,74,250,2
0,369,128,58,0,49,72,50,1
0,553,486,45,1,36,62,80,1
0,423,311,128,0,35,72,160,1
0,410,191,99,0,49,75,120,1
0,379,60,20,0,43,72,120,0
0,482,127,29,0,47,67,110,0
1,335,709,222,1,9,72,250,2
1,340,720,300,0,3,75,250,0
0,449,584,185,0,21,71,230,2
1,300,204,120,0,49,68,120,2
0,441,349,156,1,38,65,160,2
0,520,158,46,1,48,65,30,0
0,471,269,39,0,39,64,100,0
1,384,461,229,1,30,73,190,2
1,390,219,138,1,46,74,160,2
0,430,366,82,0,40,67,130,1
0,549,205,59,0,52,67,110,0
0,409,231,95,0,46,74,170,1
0,430,60,33,0,51,68,60,0
0,455,145,35,0,51,73,40,0
0,485,123,37,0,69,60,70,0
1,452,720,300,1,8,74,250,2
0,433,100,32,0,44,74,20,0
1,410,342,252,1,40,84,230,2
1,412,184,121,0,53,76,160,2
0,321,171,66,0,45,72,140,2
1,263,354,169,1,39,70,160,2
1,332,135,81,1,58,72,40,2
0,406,375,199,0,28,78,250,2
0,390,106,27,0,52,66,60,0
1,412,61,34,0,48,69,60,0
0,435,207,71,0,40,66,100,0
0,439,720,244,0,12,73,250,2
0,357,60,32,1,63,73,90,1
1,371,94,57,1,66,74,100,2
1,240,567,300,1,24,76,220,2
1,363,160,94,1,58,75,150,2
0,423,185,83,0,59,69,90,0
0,447,421,174,0,30,66,220,1
0,371,406,132,0,35,75,190,2
1,390,352,202,1,43,72,180,2
0,367,178,74,0,48,76,70,1
0,409,263,111,0,25,69,110,1
0,470,249,107,0,47,66,230,1
0,535,493,232,0,25,65,250,0
1,378,115,60,1,53,61,110,2
1,317,99,58,0,53,73,80,2
1,373,427,266,1,34,72,250,2
0,496,136,60,0,55,60,50,0
1,433,720,282,0,8,76,210,2
1,582,430,171,0,39,74,250,2
0,384,489,247,1,27,64,230,2
1,392,533,257,1,28,70,250,2
0,527,190,83,0,51,72,70,0
1,464,284,158,0,49,71,140,2
1,240,560,300,0,11,78,250,2
1,359,65,42,0,59,78,40,1
0,494,333,176,0,44,61,200,2
0,594,231,50,0,42,67,130,0
0,470,170,72,0,48,75,80,0
0,416,720,226,0,11,74,250,2
1,289,695,300,1,9,78,250,2
1,530,155,89,0,46,80,80,1
1,426,407,239,1,26,70,250,2
0,392,84,31,0,60,62,30,0
1,375,520,239,1,25,68,240,2
1,396,720,300,1,7,83,250,2
1,398,720,300,0,6,67,250,2
0,375,224,117,0,44,78,210,2
0,419,308,125,0,39,69,170,1
0,367,217,35,0,46,82,80,1
0,501,720,300,0,13,76,250,2
0,417,373,86,1,33,72,120,1
1,392,200,160,0,45,62,140,2
0,521,266,35,0,56,66,80,0
0,445,230,90,0,34,76,150,1
0,414,81,35,1,37,81,70,0
1,388,370,278,1,34,65,210,2
1,379,488,300,0,28,70,240,2
1,462,141,80,0,61,62,100,1
0,450,429,194,0,36,71,230,2
0,422,141,46,0,44,74,40,0
1,448,231,154,1,44,68,250,2
0,496,115,43,0,59,68,160,0
0,353,77,33,0,55,76,80,1
0,511,481,87,0,37,73,140,1
0,453,540,197,0,23,65,250,2
1,409,229,117,1,46,65,120,2
0,485,445,133,1,43,74,160,2
0,421,62,18,1,54,70,30,0
0,497,195,80,0,56,72,100,0
0,416,68,27,0,44,61,30,0
0,346,627,267,0,27,80,250,2
1,320,720,300,1,10,75,250,2
0,463,60,25,0,56,71,40,0
0,372,82,42,0,49,72,40,0
0,530,200,51,1,53,74,110,1
0,494,196,53,0,46,72,90,0
0,501,62,26,0,64,66,50,0
0,441,349,152,0,41,67,250,2
1,408,720,300,1,12,74,250,2
1,291,424,261,0,20,76,200,2
0,484,251,123,0,46,78,120,1
0,453,115,34,0,45,64,80,0
1,429,288,156,1,43,71,170,2
1,493,388,228,1,34,67,250,2
0,419,314,124,1,43,77,140,2
1,366,331,234,0,45,77,120,2
1,412,720,300,0,8,65,250,2
1,294,424,296,1,30,78,160,2
0,425,448,169,1,31,72,190,2
0,459,225,66,0,46,68,70,0
0,433,269,91,0,36,72,70,1
1,466,624,300,0,24,75,170,2
0,344,70,29,0,45,76,80,1
0,476,720,218,1,16,64,250,2
1,421,184,120,0,32,60,70,1
1,335,167,94,0,54,56,150,2
1,310,690,300,1,11,77,250,2
1,240,445,250,1,28,76,250,2
1,319,565,300,1,16,78,240,2
0,487,229,90,0,39,67,150,1
1,371,148,85,1,65,69,90,2
1,456,720,300,1,10,73,250,2
0,419,502,158,0,20,61,210,2
0,470,128,29,0,45,74,50,0
1,324,629,300,1,16,77,230,2
0,386,138,32,0,50,64,70,0
1,382,279,178,0,42,70,250,2
0,401,165,70,1,51,64,170,1
0,357,119,45,0,40,76,110,1
0,425,226,58,0,46,72,90,0
0,455,505,160,1,34,70,230,2
1,463,471,300,1,28,71,250,2
0,481,350,160,1,37,76,230,2
0,495,256,116,0,45,74,180,1
0,471,60,32,0,48,61,40,0
0,451,720,300,0,13,70,250,2
0,358,378,193,0,36,77,250,2
1,400,480,268,1,26,78,250,2
0,449,65,43,0,59,79,60,0
0,507,341,102,1,35,74,170,2
0,484,255,88,0,45,61,80,0
0,512,296,58,0,38,69,110,2
0,383,414,150,0,28,77,240,2
0,418,284,151,0,55,60,220,1
1,405,720,300,0,14,75,250,2
1,456,239,169,1,51,66,160,2
1,364,78,42,0,63,73,160,1
0,430,206,105,0,43,74,170,1
0,484,184,82,0,43,65,170,0
0,378,309,95,0,37,81,180,2
1,487,167,110,1,45,60,120,0
1,328,269,164,0,36,78,120,2
0,354,381,97,0,31,81,240,2
0,435,176,80,0,54,70,140,0
1,493,699,300,1,17,69,250,2
1,401,149,119,1,54,69,120,2
1,412,107,66,0,61,62,150,1
1,377,551,300,0,31,70,250,2
1,364,104,61,0,52,71,60,1
0,357,60,24,0,62,72,30,0
1,240,120,77,1,54,77,70,2
1,403,720,300,1,11,76,210,2
1,466,210,102,1,45,70,110,2
0,437,125,46,0,49,67,170,0
0,466,362,206,0,35,75,170,2
0,514,415,214,0,41,69,210,2
0,451,368,99,0,44,64,170,1
1,381,618,300,0,21,75,250,2
0,394,124,59,0,50,62,60,0
0,536,232,140,0,50,63,150,1
1,426,116,52,0,58,74,60,1
0,402,197,79,0,43,82,120,1
0,361,60,34,0,54,76,40,0
0,512,525,121,1,25,75,230,2
0,383,157,57,0,31,74,60,1
0,542,272,61,0,42,64,130,0
1,240,195,143,1,41,85,110,2
0,521,570,82,0,25,72,110,1
1,409,95,54,1,50,65,120,1
0,425,65,30,0,48,77,30,0
0,411,178,52,0,57,80,130,0
0,544,278,91,0,33,61,140,1
0,455,352,199,0,43,74,210,2
0,389,259,66,0,39,73,100,1
0,349,230,92,0,40,76,90,2
0,458,137,22,0,44,78,60,0
0,449,573,178,0,22,75,250,2
0,359,185,95,0,36,74,140,2
0,432,121,42,1,57,64,30,0
1,334,171,97,1,56,73,160,2
1,375,365,292,1,43,75,220,2
0,471,60,19,1,66,58,70,0
0,524,73,15,0,57,65,70,0
1,438,97,58,1,59,69,70,1
0,413,720,300,0,5,72,250,2
1,400,720,300,1,9,83,250,2
0,438,98,32,0,55,62,40,0
1,266,369,280,1,32,69,230,2
0,469,422,158,0,25,82,210,2
1,519,522,292,1,24,71,250,2
0,451,90,34,0,47,65,80,0
1,278,201,119,0,37,83,100,2
0,451,312,89,0,48,68,130,1
0,359,60,29,0,52,72,60,0
1,450,720,300,1,12,73,250,2
0,476,87,4,0,58,74,30,0
1,363,384,130,1,28,75,250,2
0,418,389,132,0,43,76,160,2
1,360,675,300,1,18,80,250,2
0,450,511,188,0,25,66,250,2
1,320,186,102,0,33,78,50,2
1,292,231,142,0,30,74,180,2
0,506,333,104,0,43,74,160,1
1,333,481,299,1,19,76,250,2
1,401,598,300,1,17,73,250,2
0,449,361,154,0,45,62,230,2
0,451,304,82,0,41,68,170,1
0,376,265,126,0,41,64,160,2
1,242,174,135,0,34,74,170,2
0,420,325,55,0,46,68,100,0
0,454,610,250,0,19,76,240,2
0,383,135,75,0,50,63,110,1
0,417,156,36,0,59,61,70,0
1,508,453,300,1,39,75,250,2
1,260,131,56,0,47,79,80,0
0,397,238,74,0,44,76,190,1
0,544,531,144,0,37,73,250,2
1,371,383,256,1,22,77,250,2
0,384,191,114,0,41,70,100,1
0,508,60,27,1,62,63,80,0
0,437,172,53,0,57,74,120,0
0,432,110,37,1,47,71,30,0
0,444,67,31,0,47,73,70,0
1,328,315,204,1,30,85,180,2
0,369,274,110,0,33,72,130,2
1,367,297,185,1,38,76,250,2
0,384,397,171,0,36,75,120,2
0,450,406,96,0,36,74,140,1
1,414,236,129,0,45,74,140,2
0,492,175,56,0,40,64,100,0
0,506,60,9,0,53,69,50,0
0,399,601,300,0,9,71,250,2
0,459,98,40,0,62,64,30,0
1,409,392,161,1,31,77,170,2
0,466,231,62,0,47,74,60,0
1,326,720,300,1,9,75,250,0
0,383,270,88,0,42,71,110,1
0,475,255,84,0,48,77,110,1
1,255,720,300,1,10,81,250,2
1,356,392,275,1,28,77,250,2
0,322,128,41,0,37,80,50,2
0,368,311,183,0,48,76,110,2
0,391,64,16,0,56,66,40,0
1,466,169,89,0,55,81,110,1
1,408,213,149,0,60,73,130,2
1,321,107,79,1,46,78,90,2
0,471,166,88,0,46,75,80,0
1,437,60,27,0,61,70,50,0
0,426,240,110,0,43,70,220,1
0,365,299,129,0,44,69,150,2
0,424,136,42,0,46,64,60,0
1,383,80,49,1,68,64,70,1
1,288,333,201,1,24,82,210,2
0,438,270,114,0,52,77,100,1
0,448,60,26,0,66,63,60,0
1,421,720,300,1,17,71,250,2
0,448,246,106,0,44,69,140,1
0,486,419,107,0,35,79,150,1
1,377,720,300,1,12,77,250,2
1,404,514,215,1,25,76,230,2
0,415,104,49,0,55,76,30,0
0,405,124,61,0,55,66,110,0
0,501,427,160,0,33,74,170,2
0,347,454,242,0,28,77,250,2
1,421,606,300,1,19,74,250,2
0,388,260,128,0,27,71,150,2
1,307,409,270,1,28,83,250,2
0,463,429,123,1,34,71,210,2
0,360,280,110,0,34,76,130,2
0,379,67,37,0,70,76,70,0
1,315,199,115,1,36,67,160,2
0,438,472,170,0,22,68,220,2
0,409,720,101,0,14,71,230,2
0,515,445,150,1,29,70,180,2
0,509,500,233,1,33,69,230,1
0,333,60,22,0,46,76,20,1
0,462,464,100,1,31,70,180,2
0,492,442,172,0,33,71,190,2
0,462,268,67,0,40,79,90,0
0,387,116,50,0,52,70,60,0
0,422,301,119,0,42,65,210,0
0,397,407,245,0,35,75,250,2
0,398,178,88,0,54,71,110,1
0,389,142,48,0,63,85,80,0
1,366,720,300,1,10,74,220,2
0,374,209,45,0,48,75,150,1
0,424,275,90,0,34,72,140,1
0,372,60,20,1,76,74,50,0
1,389,176,123,1,44,70,100,2
1,327,720,300,1,14,86,250,2
1,395,715,300,1,13,72,250,2
0,474,239,101,0,54,83,100,1
0,514,60,22,0,57,64,40,0
1,240,222,57,0,44,75,150,2
1,316,720,300,1,8,70,250,0
0,419,227,90,0,54,81,130,1
1,407,634,300,1,16,76,250,2
1,244,168,134,1,41,85,170,2
0,370,175,86,0,43,71,160,1
0,456,145,4,1,54,67,30,0
0,424,129,48,0,36,80,110,0
0,468,125,36,0,66,71,100,0
1,421,334,164,0,46,82,80,0
0,466,232,50,0,57,81,140,0
1,373,509,300,1,37,75,230,2
1,378,69,50,1,59,76,90,2
0,483,84,33,0,64,59,60,0
0,323,222,113,0,30,79,140,2
1,483,127,68,1,62,66,80,1
1,240,158,90,1,61,78,140,2
1,284,720,300,1,9,80,250,2
0,408,277,126,0,44,71,110,1
0,468,186,64,0,48,78,110,0
0,270,92,43,1,49,78,80,2
1,373,720,300,0,11,71,250,2
0,459,60,28,0,46,71,10,0
1,444,687,300,0,18,71,250,2
0,400,673,219,0,10,80,250,2
1,368,402,221,1,30,72,190,2
1,316,402,295,0,38,80,180,2
0,415,299,167,0,38,73,160,2
0,398,432,143,1,38,74,250,2
0,405,313,140,1,27,67,120,2
0,456,282,71,0,45,68,150,1
0,441,112,51,0,48,72,20,0
0,459,60,28,0,53,66,70,0
0,430,328,179,0,34,76,250,2
1,439,132,50,1,61,69,60,1
0,478,583,251,0,24,79,250,2
0,362,234,61,0,48,67,70,1
1,300,720,300,1,9,87,250,1
0,408,224,110,0,41,71,160,1
1,373,245,133,0,41,73,140,2
1,328,547,300,1,26,76,250,2
0,480,720,234,0,12,77,250,2
0,533,234,100,0,45,60,110,0
0,429,180,99,0,54,68,160,1
0,439,211,78,0,39,63,110,0
0,477,150,77,0,61,67,80,0
0,341,263,127,0,45,74,160,2
0,421,234,77,0,44,74,150,1
0,483,720,300,0,16,80,250,2
0,417,183,87,0,42,69,110,2
0,373,635,205,1,13,67,220,2
1,346,428,240,1,32,75,250,2
0,446,413,111,0,40,62,160,1
0,404,162,48,0,53,60,140,0
0,554,237,71,0,47,67,120,0
0,411,169,85,1,47,62,130,1
0,377,368,121,1,44,67,200,2
0,430,96,43,0,54,72,50,0
0,480,91,43,0,41,67,20,0
0,435,60,24,0,49,74,40,0
0,459,345,116,1,41,74,170,2
0,376,60,23,0,50,73,50,0
0,509,218,53,0,58,66,120,0
0,448,60,21,0,60,70,60,0
1,448,356,156,1,38,80,140,2
1,415,382,249,0,31,74,210,2
0,476,141,53,0,40,70,90,0
0,391,294,177,0,56,70,200,2
0,410,134,58,0,64,69,60,0
1,484,720,249,0,11,74,250,2
0,527,566,158,0,24,74,170,2
1,279,688,300,1,8,73,250,2
1,407,397,210,1,26,79,140,2
1,329,467,300,1,29,76,250,2
0,415,264,102,0,32,77,150,1
0,449,306,90,0,44,58,100,0
0,492,228,95,1,53,60,210,1
0,457,246,117,0,41,76,100,1
0,419,603,218,0,24,72,150,2
1,426,63,34,1,68,65,50,0
0,432,305,87,1,36,68,140,1
0,455,253,106,0,63,68,140,1
0,504,130,57,0,46,81,90,0
1,240,458,300,1,30,66,250,2
1,415,296,236,0,32,66,160,2
0,358,144,61,1,42,68,50,1
0,496,244,111,0,43,76,160,1
0,403,626,300,1,16,81,250,2
0,389,720,258,1,12,74,250,2
0,454,148,59,0,50,73,80,0
1,400,272,182,0,49,68,230,2
0,385,210,89,0,41,79,140,1
0,387,60,13,0,43,74,30,0
0,425,193,99,0,44,69,70,0
1,290,60,29,1,56,63,90,2
0,366,87,38,0,52,70,50,0
0,440,307,109,0,43,68,150,1
1,307,153,72,0,49,75,110,2
0,441,214,106,0,44,71,120,1
1,494,308,133,1,45,68,160,2
0,427,132,55,1,59,66,60,0
1,399,720,300,0,18,78,250,2
0,535,234,92,0,35,63,80,0
0,360,237,129,0,38,69,130,2
1,473,306,152,0,49,67,190,2
0,473,303,141,1,42,66,120,2
0,492,93,34,0,49,72,60,0
0,484,388,157,0,33,67,160,2
0,449,60,29,0,47,67,100,0
0,390,60,25,1,59,74,50,0
1,466,255,161,1,38,75,200,2
1,439,236,156,0,46,69,160,2
0,490,164,52,0,40,70,70,0
0,437,96,39,0,67,64,50,0
0,384,521,178,0,22,79,230,2
1,403,365,143,1,37,72,180,1
0,467,394,215,1,42,73,170,2
0,501,60,25,0,59,69,40,0
0,413,100,34,0,52,69,50,0
0,450,78,41,1,50,59,40,0
0,384,60,15,0,52,65,60,0
0,499,300,95,0,44,68,170,1
1,335,248,128,1,43,66,250,2
0,474,60,33,1,62,64,40,0
0,377,109,53,0,44,73,60,1
0,486,337,127,0,33,64,180,1
0,466,665,300,0,20,77,250,2
0,410,170,50,1,46,79,130,1
0,469,120,48,0,50,70,90,0
1,348,269,143,0,37,72,150,2
0,457,91,41,0,59,72,80,0
0,406,97,61,0,53,73,40,0
0,348,592,231,0,14,74,250,2
1,306,559,300,0,24,75,250,2
1,329,544,231,1,21,75,210,2
1,485,170,87,0,66,73,110,0
0,495,402,107,0,42,66,140,1
1,503,318,161,0,48,72,140,2
0,517,83,23,1,56,69,40,0
0,423,720,202,1,12,76,250,2
1,361,458,283,0,19,73,250,2
1,331,720,300,1,14,76,250,2
0,386,359,200,1,43,75,170,2
0,342,60,24,0,48,67,20,1
0,449,116,42,0,50,65,90,0
0,355,267,159,0,33,61,130,2
0,433,163,82,0,45,77,70,0
1,538,522,241,1,35,70,230,2
1,354,720,300,1,10,76,230,2
1,373,60,48,1,61,74,50,2
1,438,438,222,1,31,70,190,2
0,434,109,49,0,55,65,90,0
1,380,505,300,1,19,74,250,2
0,416,492,154,1,23,77,230,2
0,423,202,83,0,48,69,140,0
0,386,182,94,0,44,72,110,1
0,477,286,59,0,44,67,170,0
1,253,570,300,0,14,81,250,2
1,442,720,300,0,15,79,250,2
0,364,717,300,0,14,71,250,2
1,427,640,300,1,12,71,250,2
0,417,576,280,0,23,81,250,2
1,288,319,186,1,36,78,200,2
0,463,155,64,0,63,61,110,0
0,481,60,31,0,58,79,90,0
0,413,121,46,0,48,65,90,0
0,486,404,119,0,42,57,190,1
0,320,119,49,0,45,72,100,2
1,297,417,216,1,36,72,250,2
0,499,303,88,0,50,73,90,1
1,359,588,300,1,16,83,250,2
1,244,720,300,1,8,82,250,2
0,385,183,61,0,49,74,70,1
0,388,351,170,0,25,74,170,2
1,363,268,185,1,32,81,150,2
0,416,83,35,0,61,67,90,0
1,387,213,99,0,41,64,110,2
0,446,229,53,0,36,70,140,0
0,517,362,24,0,42,56,140,0
1,404,720,300,1,16,70,250,2
0,457,214,66,0,46,66,100,0
0,508,174,51,0,56,63,70,0
0,430,173,69,0,44,75,100,0
1,301,489,219,1,27,76,250,2
1,444,373,276,0,39,73,100,2
0,441,251,98,0,47,69,200,1
0,441,198,61,0,45,71,130,0
0,418,456,201,0,34,66,250,2
0,404,60,28,0,53,70,50,0
0,492,399,75,1,37,78,170,2
1,458,280,152,0,35,65,130,2
0,474,292,110,0,35,80,80,1
0,489,392,137,0,36,78,160,2
1,429,257,94,0,36,69,150,1
0,456,720,190,0,11,77,250,2
0,441,114,38,0,41,72,70,0
0,510,641,122,1,27,66,150,2
0,416,197,83,0,45,72,160,1
1,385,591,300,1,22,74,250,2
0,394,60,24,0,51,68,50,0
0,402,316,158,0,44,75,140,2
0,438,252,143,1,42,67,210,2
1,303,471,300,1,30,74,250,2
0,474,335,127,0,39,64,150,1
0,382,481,237,0,29,71,240,2
1,381,720,300,1,7,84,250,2
0,456,720,300,0,9,70,250,2
1,248,93,58,0,46,83,50,2
0,412,60,28,0,48,69,60,0
1,377,213,150,1,34,74,130,2
0,456,256,103,0,53,60,100,0
0,424,157,64,0,55,74,50,0
1,407,596,300,0,19,71,250,2
0,444,706,217,0,8,74,250,2
0,450,461,202,1,27,74,170,2
0,447,66,30,0,45,73,40,0
0,481,539,226,0,17,71,250,2
1,327,219,134,0,43,64,160,2
0,395,60,27,0,62,77,40,0
1,328,128,62,0,49,82,50,2
0,418,421,210,1,41,65,180,2
0,506,341,170,1,48,72,200,2
0,448,176,68,0,47,69,70,0
1,280,236,139,1,37,85,140,2
1,317,101,77,1,54,73,30,2
0,468,179,47,0,44,66,180,0
1,311,89,44,1,50,69,90,2
0,413,407,56,0,34,72,190,1
0,517,498,126,0,16,73,160,2
1,347,634,300,1,12,87,250,2
1,441,704,300,1,11,65,250,2
1,462,396,185,1,30,66,250,2
0,413,511,123,1,26,66,190,2
0,390,60,27,0,53,63,50,0
0,421,204,113,0,54,64,80,0
0,380,346,140,0,36,77,240,2
1,398,242,145,0,48,57,120,2
0,424,193,91,0,45,70,120,0
1,400,315,170,1,34,80,180,2
0,519,274,107,0,52,69,150,1
0,490,122,50,0,53,66,130,0
1,409,317,174,1,46,69,180,2
0,321,331,166,0,31,75,200,2
1,406,112,60,0,61,73,90,1
0,521,107,29,0,55,66,90,0
1,240,341,239,0,30,77,210,2
0,469,340,190,0,38,68,250,2
0,442,85,24,0,52,82,40,0
1,315,210,114,1,39,77,150,2
1,416,720,300,0,6,83,250,2
0,520,233,120,0,47,79,180,1
0,458,260,107,1,40,71,130,1
0,416,442,182,0,35,73,230,2
0,402,281,139,0,49,71,150,2
1,370,102,81,1,46,77,60,0
1,451,326,132,1,38,74,120,2
0,415,339,88,0,33,74,140,1
0,435,438,146,0,40,70,250,2
1,587,248,141,1,51,59,140,2
0,488,126,59,0,50,66,40,0
0,507,151,53,0,53,68,130,0
0,361,367,157,1,42,76,180,2
0,399,147,52,0,50,75,70,0
0,453,60,14,0,45,60,60,0
1,319,302,175,0,35,74,220,2
0,515,334,110,1,43,75,120,2
0,505,423,98,0,38,69,210,1
1,337,214,131,0,43,76,130,2
0,524,211,90,0,57,68,100,0
0,419,162,112,1,51,63,160,1
0,564,182,73,0,51,69,140,0
0,442,181,48,0,49,61,50,0
1,415,485,300,1,26,79,250,2
1,487,720,300,1,21,71,250,2
0,498,186,71,0,52,71,80,0
1,410,143,69,1,45,62,100,1
0,427,285,128,0,42,68,110,1
1,410,720,300,1,16,70,250,0
0,379,222,112,0,54,69,140,1
0,427,195,115,0,45,67,140,1
0,364,77,46,0,56,76,80,1
0,345,60,25,0,65,72,40,1
0,437,196,88,0,50,70,70,0
0,498,280,121,0,40,70,200,1
1,439,720,300,1,11,81,250,2
0,430,237,73,0,47,61,120,0
1,497,74,36,0,50,70,60,0
0,406,98,27,0,50,72,90,0
1,240,401,261,1,27,83,250,2
1,240,450,219,1,27,69,230,2
1,292,577,282,1,19,74,250,2
1,447,200,96,0,44,71,90,1
1,315,720,300,1,6,83,250,2
0,458,298,131,0,36,59,170,1
0,532,130,58,0,58,66,80,0
0,394,211,35,0,36,76,90,0
0,458,73,31,0,60,73,130,0
0,461,358,161,0,36,75,110,2
1,314,720,300,0,8,80,250,2
0,517,720,197,0,10,77,250,2
0,420,206,102,0,44,75,140,1
0,415,258,115,0,44,76,120,1
1,522,387,235,1,37,79,190,2
0,461,451,161,0,37,71,160,2
0,481,120,30,0,62,75,50,0
0,517,211,22,0,58,68,130,0
1,314,373,235,1,36,76,250,1
1,462,692,300,1,16,81,250,2
1,339,720,300,1,4,89,250,2
1,351,720,300,1,13,78,250,2
0,421,189,91,0,49,73,100,0
1,346,583,218,1,17,67,250,2
0,476,219,99,0,53,68,190,1
0,433,116,57,0,54,72,70,0
0,410,240,54,0,47,70,180,1
0,483,720,281,0,16,73,250,2
1,370,212,86,0,49,73,150,2
0,418,130,85,0,54,74,70,0
1,393,373,230,1,31,65,150,2
0,473,506,144,0,33,80,220,2
0,454,60,23,0,62,73,60,0
0,416,372,97,1,45,71,110,1
1,449,255,172,1,43,70,150,2
1,344,494,300,1,22,70,250,2
0,417,323,98,0,33,72,110,1
0,346,137,59,0,43,67,110,1
0,484,66,29,0,69,75,100,0
0,420,346,172,0,28,76,250,2
1,389,323,173,0,41,74,250,2
0,472,137,74,0,51,63,60,0
1,326,173,138,1,39,69,140,2
0,381,344,104,1,30,68,110,2
0,423,339,95,1,38,70,250,2
1,396,353,225,0,38,79,140,2
0,421,123,31,0,54,73,50,0
0,508,495,130,0,32,74,170,2
0,310,91,22,0,61,73,20,1
0,506,232,85,0,61,68,60,0
1,430,720,300,1,15,76,250,2
0,457,181,90,0,54,69,160,1
1,240,99,67,1,53,79,70,2
0,484,205,84,0,64,61,80,0
0,383,505,226,1,32,82,210,2
0,409,143,74,0,53,63,70,0
0,441,190,45,0,47,71,80,0
1,418,720,300,1,14,73,220,2
1,434,60,31,1,59,72,40,1
0,479,514,170,1,34,75,200,2
1,447,241,140,0,44,77,140,2
1,377,67,42,0,47,69,40,1
0,455,186,100,0,58,74,130,1
1,298,539,261,1,22,79,250,2
0,397,172,91,0,43,75,70,1
0,494,97,31,0,59,74,110,0
0,476,424,199,0,35,73,250,2
0,471,197,71,0,56,61,40,0
0,409,60,26,0,67,70,40,0
0,480,287,42,0,35,75,40,0
0,361,60,31,0,59,72,60,0
1,435,720,300,1,10,80,250,2
1,356,376,253,1,38,75,250,2
1,492,178,97,0,49,75,150,1
0,358,108,37,0,62,71,90,1
0,538,273,50,0,49,75,100,0
0,416,575,240,1,22,70,250,2
0,431,158,34,0,55,70,100,0
0,444,178,70,1,43,65,70,1
0,400,281,103,0,37,71,140,1
1,384,325,129,1,34,74,170,2
1,308,85,56,1,57,67,60,2
0,384,183,80,0,51,78,100,1
0,459,129,64,0,46,71,60,0
1,311,277,197,0,28,81,130,2
0,381,503,185,0,23,74,170,2
0,381,217,69,0,43,70,70,1
0,409,60,22,0,44,61,20,0
0,515,200,42,0,45,73,80,0
0,392,202,83,0,49,77,90,1
1,338,599,300,0,21,77,250,2
1,373,357,154,1,36,67,160,2
0,401,202,121,0,40,77,100,1
0,561,322,119,0,50,75,160,1
1,363,586,300,1,19,77,250,2
0,436,60,24,0,57,72,50,0
0,482,720,300,0,7,81,250,2
0,466,127,55,0,53,72,110,0
0,446,86,45,0,46,74,50,0
1,363,459,300,0,27,83,250,2
1,531,314,157,0,42,72,130,2
0,445,482,105,1,25,67,140,2
0,412,134,60,0,63,82,100,0
0,402,439,210,0,18,80,250,2
0,348,88,32,0,54,78,40,1
1,432,720,300,1,15,71,250,2
1,240,336,185,1,35,81,250,2
0,419,447,145,0,31,64,130,2
1,345,106,56,0,40,72,100,2
1,531,567,300,1,26,70,250,2
1,240,488,300,1,19,79,250,2
0,389,186,56,0,38,65,120,1
0,428,60,19,0,61,62,40,0
1,346,500,300,1,14,80,230,2
0,422,198,60,1,47,72,120,1
1,384,720,300,1,15,81,250,2
1,271,576,300,1,19,76,240,2
1,400,720,300,0,10,77,250,2
0,303,252,129,0,37,76,220,2
1,358,326,191,0,26,75,170,2
0,419,686,177,0,9,70,240,2
1,431,720,300,0,12,64,250,2
0,522,217,97,0,56,70,100,0
0,418,491,210,0,33,67,180,2
1,472,198,101,1,56,65,110,2
0,404,67,28,0,57,68,50,0
0,401,151,29,0,53,73,110,0
1,497,187,77,0,50,61,70,1
0,461,365,136,0,33,70,120,1
0,435,146,52,0,37,63,90,0
0,469,90,37,0,59,73,110,0
1,409,165,99,0,49,78,160,1
0,446,373,88,0,34,75,130,1
0,368,363,190,0,29,79,130,2
0,406,261,143,0,36,85,120,2
0,481,424,187,1,29,61,220,2
0,443,198,36,0,54,70,80,0
0,465,613,300,0,17,72,200,2
0,469,202,46,0,44,72,60,0
0,376,112,47,0,44,70,110,1
0,369,358,141,0,40,74,120,2
1,348,228,140,0,31,78,150,2
0,423,165,56,0,54,72,80,0
0,466,209,80,0,52,62,120,0
0,399,248,111,0,38,76,130,1
0,389,351,173,0,50,68,130,2
1,448,71,50,0,56,66,110,0
1,400,720,300,1,20,71,250,2
